GISJOIN_proj,GEOID,GISJOIN_CT,pop_00,pop_white_00,pop_black_00,pop_indigenous_00,pop_asian_00,pop_other_00,pop_latino_00,pop_10,pop_white_10,pop_black_10,pop_indigenous_10,pop_asian_10,pop_other_10,pop_latino_10,pop_20,pop_white_20,pop_black_20,pop_indigenous_20,pop_asian_20,pop_other_20,pop_latino_20,pop_change00_10,pop_change10_20,white_change00_10,white_change10_20,black_change00_10,black_change10_20,latino_change00_10,latino_change10_20,blackpct_ch_00_20,median_rent_10,median_rent_20,median_hv_10,median_hv_20,median_hhinc_10,median_hhinc_20,adult_college_above_10,adult_over25_10,renters_10,HU_10,HU_vacant_10,HH_10,hi_inc_hh_10,lo_inc_hh_10,adult_college_above_20,adult_over25_20,renters_20,HU_20,HU_vacant_20,HH_20,hi_inc_hh_20,lo_inc_hh_20,GEOID_bg,rent_bg_Q3_2017,rent_bg_Q3_2024,rent_ma_Q3_2017,rent_ma_Q3_2024,permits_N,affordable_units,vacancy_Ch,HH_ch,HU_ch,housing_tightness,HH_p_ch,HU_p_ch,renter_p_10,renter_p_20,renter_p_ch,college_edu,hi_inc_ch,hi_inc_ch_pop,lo_inc_ch,lo_inc_ch_pop,hhinc_ch,pop_la,all_renters_ct,renters30_ct,renters50_ct,renters60_ct,renters70_ct,renters80_ct,rank_renter_p,rank_housing_tight,rank_hh_growth,rank_vacant_ch,rank_college,rank_hhinc,rank_hi_inc,rank_lo_inc,rank_rents,rank_rents2,rank_HV,rank_permits,owner_20_ct,hi_all,med_all,h1,h2,h3,m1,m2,risk_level
G21011100083003,1500000US211110083003,G2101110008300,,,,,,,,876,847,0,0,7,22,0,1273,1129,21,0,0,107,16,,397,,282,,21,,16,,,,249595.7741935484,460868.5652173913,55228.88505747126,87499.0,997.0,1715.0,499.0,1357.0,228.0,1129.0,415.0,299.0,1378.0,1860.0,502.0,1395.0,201.0,1194.0,320.0,334.0,211110000000.0,1350.0,1475.0,1200.0,1395.0,64.0,20.0,-0.023931664566841787,65.0,38.0,-0.01935483870967742,0.05757307351638618,0.02800294767870302,0.4419840566873339,0.4204355108877722,-0.021548545799561725,0.15951910718204332,-0.09957523074480762,-95.0,0.01489585512445607,35.0,0.584297780209548,3.0,,,,,,,57.0,50.0,50.0,51.0,90.0,67.0,26.0,64.0,,11.0,87.0,69.0,1000,,,,,,,,low
G21011100085001,1500000US211110085001,G2101110008500,,,,,,,,1173,1133,0,0,0,0,40,1141,1013,58,0,11,45,14,,-32,,-120,,58,,-26,,,,330980.59509202454,422630.5789473684,57395.694214876035,100772.19587628866,992.0,1644.0,592.0,1167.0,48.0,1119.0,393.0,369.0,1092.0,1469.0,455.0,1149.0,125.0,1024.0,284.0,375.0,211110000000.0,1400.0,1300.0,1200.0,1395.0,188.0,4.0,0.06765914699492798,-95.0,-18.0,0.0670147954743255,-0.08489722966934764,-0.015424164524421594,0.5290437890974083,0.4443359375,-0.08470785159740835,0.13995650582434382,-0.0738626843163539,-109.0,0.03645222436327078,6.0,0.7557448734572522,2.0,,,,,,,83.0,17.0,20.0,12.0,88.0,78.0,32.0,70.0,,1.0,23.0,98.0,1000,,,,,,,,low
G21011100085002,1500000US211110085002,G2101110008500,,,,,,,,853,778,24,0,0,3,48,808,649,53,0,25,73,8,,-45,,-129,,29,,-40,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1450.0,1350.0,1200.0,1395.0,205.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,99.0,1000,,,,,,,,low
G21011100091031,1500000US211110091031,G2101110009103,,,,,,,,1639,1023,300,0,255,50,11,1553,692,203,0,226,17,415,,-86,,-331,,-97,,404,,,,90999.0,126085.95652173914,34742.58974358974,43778.06976744186,70.0,1119.0,309.0,637.0,27.0,610.0,53.0,275.0,108.0,963.0,279.0,583.0,50.0,533.0,36.0,220.0,,,,,,17.0,,0.04337710806713502,-77.0,-54.0,0.03945111492281304,-0.12622950819672132,-0.0847723704866562,0.5065573770491804,0.5234521575984991,0.0168947805493187,0.04959367926970844,-0.019343032017962045,-17.0,-0.03806169839756407,-55.0,0.2600692720530205,1.0,,,,,,,44.0,21.0,16.0,18.0,51.0,30.0,51.0,39.0,,,42.0,19.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100091051,1500000US211110091051,G2101110009105,,,,,,,,1926,753,353,0,0,238,582,1700,777,218,0,0,55,650,,-226,,24,,-135,,68,,,,90089.90909090909,126070.42857142857,24715.748768472906,35106.75862068965,180.0,1891.0,794.0,1403.0,86.0,1317.0,161.0,822.0,274.0,1474.0,592.0,1161.0,40.0,1121.0,216.0,613.0,,,,,,37.0,158.0,-0.026844162533466186,-196.0,-242.0,-0.03962101636520241,-0.14882308276385725,-0.17248752672843906,0.6028853454821564,0.528099910793934,-0.07478543468822241,0.09070100676847481,0.0704375703166646,55.0,-0.0773126012204366,-209.0,0.42042059698678386,2.0,,,,,,,79.0,66.0,9.0,52.0,67.0,50.0,85.0,29.0,,,45.0,46.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
G21011100091052,1500000US211110091052,G2101110009105,,,,,,,,1440,1249,89,0,0,0,102,875,527,11,0,17,0,320,,-565,,-722,,-78,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,1000,,,,,,,,low
G21011100094011,1500000US211110094011,G2101110009401,,,,,,,,1216,1141,12,25,16,22,0,617,579,0,0,0,12,26,,-599,,-562,,-12,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1000,,,,,,,,low
G21011100094012,1500000US211110094012,G2101110009401,,,,,,,,1848,1612,7,4,7,7,211,1917,1675,111,0,9,61,61,,69,,63,,104,,-150,,,,174073.07407407407,289999.0,53710.34020618557,92230.30841121495,658.0,2041.0,318.0,1331.0,115.0,1216.0,411.0,511.0,999.0,1973.0,249.0,1280.0,71.0,1209.0,410.0,382.0,,,,,,85.0,4.0,-0.03093245210368145,-7.0,-51.0,-0.034375,-0.005756578947368421,-0.03831705484598046,0.26151315789473684,0.20595533498759305,-0.05555782290714378,0.18394454483891176,0.0011298212964171994,-1.0,-0.10426665687170783,-129.0,0.7171797470870092,2.0,,,,,,,73.0,62.0,35.0,61.0,95.0,75.0,60.0,22.0,,,78.0,78.0,1000,,,,,,,,low
G21011100096001,1500000US211110096001,G2101110009600,,,,,,,,853,840,1,1,7,2,2,571,473,8,0,3,28,59,,-282,,-367,,7,,57,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,829.0,1095.5,1200.0,1395.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,92.0,1000,,,,,,,,low
G21011100096002,1500000US211110096002,G2101110009600,,,,,,,,1050,1022,12,0,0,17,0,1154,995,117,0,0,42,0,,104,,-27,,105,,0,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,731.0,1096.0,1200.0,1395.0,75.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,75.0,1000,,,,,,,,low
G21011100096003,1500000US211110096003,G2101110009600,,,,,,,,1898,1836,0,0,0,61,0,1938,1887,0,0,0,4,47,,40,,51,,0,,47,,,,226187.42842044708,366240.29930394434,72228.44645605003,108505.94444444444,2064.3311807841,3423.9769372241,290.97959183570003,2234.7314662400004,130.7116968704,2104.0197693696,991.332784192,765.71334432,1897.0,3383.0,185.0,2211.0,179.0,2032.0,661.0,643.0,211110000000.0,729.0,1096.0,1200.0,1395.0,106.0,,0.02246783379457195,-72.0197693696,-23.731466240000373,0.021840028552510007,-0.03422960678319973,-0.010619381611844954,0.13829698564233664,0.09104330708661418,-0.04725367855572246,-0.04215962164018694,-0.1458660692902624,-330.33278419199996,-0.047491770489801965,-122.71334432000003,0.5022605326347249,4.0,,,,,,,69.0,27.0,30.0,24.0,11.0,61.0,15.0,37.0,,70.0,74.0,85.0,1000,,,,,,,,low
G21011100096004,1500000US211110096004,G2101110009600,,,,,,,,661,637,0,0,0,0,24,1114,1028,20,0,0,0,66,,453,,391,,20,,42,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1200.0,1487.5,1200.0,1395.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,90.0,1000,,,,,,,,low
G21011100103121,1500000US211110103121,G2101110010312,,,,,,,,2435,2267,25,0,0,0,143,2304,2110,84,0,103,7,0,,-131,,-157,,59,,-143,,,,327643.23076923075,445315.1592505855,95447.36956521739,140951.38095238095,1583.0,2349.0,65.0,1390.0,99.0,1291.0,796.0,401.0,1651.0,2316.0,139.0,1442.0,102.0,1340.0,393.0,384.0,,,,,,28.0,24.0,-0.00048793143016793994,49.0,52.0,0.0020804438280166435,0.037955073586367155,0.03741007194244604,0.05034856700232378,0.10373134328358209,0.053382776281258315,0.03896322324349244,-0.3232927153542898,-403.0,-0.02404476455830834,-17.0,0.4767445304615914,2.0,,,,,,,34.0,38.0,44.0,37.0,39.0,57.0,5.0,45.0,,,39.0,34.0,1000,,,,,,,,low
G21011100103122,1500000US211110103122,G2101110010312,,,,,,,,735,652,35,0,34,0,14,674,625,20,0,13,16,0,,-61,,-27,,-15,,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1000,,,,,,,,low
G21011100103131,1500000US211110103131,G2101110010313,,,,,,,,1450,987,213,0,172,17,61,1946,1595,78,0,137,136,0,,496,,608,,-135,,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1000,,,,,,,,low
G21011100103132,1500000US211110103132,G2101110010313,,,,,,,,693,611,4,0,42,0,36,838,644,0,0,143,51,0,,145,,33,,-4,,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,1000,,,,,,,,low
G21011100103133,1500000US211110103133,G2101110010313,,,,,,,,836,737,4,0,51,0,44,3079,2811,21,0,23,178,46,,2243,,2074,,17,,2,,,,376943.44444444444,581960.0778443114,132882.52272727274,145041.194092827,2102.0000001421,2896.0000001932,165.0,1601.0,60.0,1541.0,1228.0,447.0,3569.0,4789.0,614.0,2765.0,87.0,2678.0,692.0,719.0,211110000000.0,1473.5,2100.0,1461.0,1910.0,225.0,,-0.006011839345436226,1137.0,1164.0,0.00976491862567812,0.7378325762491889,0.7270455965021861,0.10707332900713822,0.2292755787901419,0.12220224978300369,0.01942080089090026,-0.5384833471374174,-536.0,-0.02158743897811327,272.0,0.09149940199817437,4.0,,,,,,,15.0,34.0,97.0,42.0,32.0,13.0,1.0,46.0,,57.0,69.0,100.0,1000,,,,,,,,low
G21011100103134,1500000US211110103134,G2101110010313,,,,,,,,926,816,5,0,56,0,49,228,209,0,0,0,0,19,,-698,,-607,,-5,,-30,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1475.0,2099.5,1461.0,1910.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,86.0,1000,,,,,,,,low
G21011100103151,1500000US211110103151,G2101110010315,,,,,,,,2184,1811,24,0,268,81,0,2601,2014,130,0,149,81,227,,417,,203,,106,,227,,,,426770.6535433071,554360.9791666666,91931.62411347518,104307.51063829787,1387.0,2200.0,419.0,1273.0,24.0,1249.0,720.0,410.0,1910.0,2824.0,762.0,2067.0,190.0,1877.0,584.0,556.0,,,,,,44.0,,0.07306755505187378,628.0,794.0,0.0803096274794388,0.5028022417934348,0.6237234878240377,0.3354683746997598,0.40596696856686204,0.07049859386710222,0.04589106361061035,-0.2653263793773431,-136.0,-0.03204524194742048,146.0,0.13462055787839233,2.0,,,,,,,29.0,11.0,95.0,10.0,46.0,15.0,8.0,42.0,,,27.0,54.0,1000,,,,,,,,low
G21011100103152,1500000US211110103152,G2101110010315,,,,,,,,849,623,46,0,126,8,46,1461,1168,155,0,69,6,63,,612,,545,,109,,17,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1133.0,1702.0,1110.0,1671.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,82.0,1000,,,,,,,,low
G21011100103161,1500000US211110103161,G2101110010316,,,,,,,,2179,1911,152,0,14,41,61,3565,2853,137,0,201,187,187,,1386,,942,,-15,,126,,,,370218.1235059761,482365.8639053254,118749.0,151588.59537572254,2071.0,3229.0,225.0,1792.0,18.0,1774.0,1157.0,685.0,3300.0,4454.0,196.0,2302.0,8.0,2294.0,705.0,863.0,,,,,,22.0,,-0.006569403934466924,520.0,510.0,-0.004344048653344918,0.29312288613303267,0.2845982142857143,0.12683201803833147,0.08544027898866609,-0.04139173904966538,0.0995320111311625,-0.34487496916125493,-452.0,-0.009934253269889892,178.0,0.27654628986957813,3.0,,,,,,,65.0,43.0,89.0,43.0,71.0,33.0,4.0,53.0,,,28.0,25.0,1000,,,,,,,,low
G21011100103162,1500000US211110103162,G2101110010316,,,,,,,,680,551,44,0,47,36,3,774,641,69,0,54,0,10,,94,,90,,25,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1000,,,,,,,,low
G21011100103163,1500000US211110103163,G2101110010316,,,,,,,,2002,1620,130,0,139,104,8,2417,2074,48,4,82,92,117,,415,,454,,-82,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1000,,,,,,,,low
G21011100103211,1500000US211110103211,G2101110010321,,,,,,,,1867,1723,40,0,22,29,53,2638,1705,104,0,47,17,765,,771,,-18,,64,,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1000,,,,,,,,low
G21011100103212,1500000US211110103212,G2101110010321,,,,,,,,1683,1479,64,0,17,60,63,3599,2606,225,0,565,170,33,,1916,,1127,,161,,-30,,,,293745.77812530514,383542.5056746532,99251.16925957249,150870.55963302753,1326.9159423035,2324.4680835289,93.6624555377,1352.3332213742,81.0748568414,1271.2583645328,818.8393830809,381.34554478760003,2738.0,4418.0,76.0,2247.0,0.0,2247.0,907.0,946.0,,,,,,28.0,,-0.05995183403023568,975.7416354672,894.6667786257999,-0.03608137821157103,0.7675399924120025,0.6615727281451139,0.07367696303978451,0.03382287494437027,-0.039854088095414235,0.04889030429387964,-0.24046789361702842,88.1606169191,0.12103092953260991,564.6544552124,0.5200884861966147,2.0,,,,,,,64.0,64.0,98.0,80.0,50.0,63.0,9.0,94.0,,,29.0,34.0,1000,,,,,,,,low
G21011100103221,1500000US211110103221,G2101110010322,,,,,,,,628,496,45,0,4,48,34,863,737,20,0,27,25,54,,235,,241,,-25,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,1000,,,,,,,,low
G21011100103222,1500000US211110103222,G2101110010322,,,,,,,,1139,899,82,0,8,87,62,2253,1769,80,0,289,95,20,,1114,,870,,-2,,-42,,,,423894.5823293173,542967.75,133711.12121212122,175199.0,727.0840576964999,1132.5319164711,4.3375444622999995,664.6667786257999,101.9251431586,562.7416354672,414.1606169191,163.6544552124,1352.0,2145.0,0.0,1188.0,12.0,1176.0,454.0,373.0,,,,,,72.0,,-0.1432467220804154,613.2583645328,523.3332213742001,-0.0756945649483164,1.0897689559146622,0.7873617851883506,0.007707879049501781,0.0,-0.007707879049501781,-0.01169570467483183,-0.34991496598639454,39.83938308090001,0.026360544217687076,209.3455447876,0.3102799409038073,2.0,,,,,,,52.0,88.0,99.0,100.0,21.0,38.0,3.0,66.0,,,24.0,74.0,1000,,,,,,,,low
G21011100103231,1500000US211110103231,G2101110010323,,,,,,,,1432,931,262,0,170,60,10,1521,1138,177,0,87,18,101,,89,,207,,-85,,91,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1485.0,1899.0,1110.0,1671.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,59.0,1000,,,,,,,,low
G21011100103232,1500000US211110103232,G2101110010323,,,,,,,,747,485,137,0,88,31,5,1526,1139,271,0,64,30,22,,779,,654,,134,,17,,,,190962.85542168675,241476.27272727274,63389.41095890411,84576.1144278607,713.0,1501.0,317.99999999999994,1019.0,155.0,864.0,319.0,234.0,1076.0,2231.0,384.0,1400.0,24.0,1376.0,434.0,552.0,211110000000.0,1200.0,1950.0,1110.0,1671.0,98.0,,-0.13496705453525865,512.0,381.0,-0.09357142857142857,0.5925925925925926,0.37389597644749756,0.36805555555555547,0.27906976744186046,-0.08898578811369501,0.007278279443765412,-0.05380598621877691,115.0,0.1303294573643411,318.0,0.334230956692311,2.0,,,,,,,85.0,93.0,96.0,99.0,27.0,41.0,34.0,95.0,,88.0,21.0,84.0,1000,,,,,,,,low
G21011100104071,1500000US211110104071,G2101110010407,,,,,,,,1229,1092,67,0,46,14,11,1462,1248,26,0,137,41,10,,233,,156,,-41,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1000,,,,,,,,low
G21011100104072,1500000US211110104072,G2101110010407,,,,,,,,1499,1232,21,0,27,177,41,2508,1832,218,0,275,62,121,,1009,,600,,197,,80,,,,174182.0065359477,308332.3333333333,59630.147540983606,87418.61414790998,959.0,2116.0,59.0,1263.0,0.0,1263.0,540.0,465.0,1423.0,2572.0,644.0,1842.0,87.0,1755.0,450.0,648.0,211110000000.0,1087.0,1448.5,994.0,1419.0,66.0,,0.04723127035830619,492.0,579.0,0.04723127035830619,0.38954869358669836,0.4584323040380047,0.04671417260490895,0.36695156695156694,0.320237394346658,0.10005233031601041,-0.17114318777026616,-90.0,0.0010597478530970372,183.0,0.46601371542519576,2.0,,,,,,,1.0,19.0,92.0,17.0,73.0,57.0,13.0,57.0,,41.0,84.0,70.0,1000,,,,,,,,low
G21011100104081,1500000US211110104081,G2101110010408,,,,,,,,1496,1439,28,0,7,11,11,1881,1679,112,0,2,52,36,,385,,240,,84,,25,,,,185538.21568627452,286229.46875,71028.41176470589,73256.87401574804,1227.0,2666.0,425.0,1659.0,184.0,1475.0,706.0,534.0,1461.0,3012.0,596.0,1805.0,78.0,1727.0,508.0,705.0,211110000000.0,1081.0,1695.0,994.0,1419.0,40.0,158.0,-0.06769689046066199,252.0,146.0,-0.058725761772853186,0.17084745762711864,0.08800482218203737,0.288135593220339,0.34510712217718587,0.05697152895684687,0.024819700941171585,-0.18449235963216315,-198.0,0.04618845259242538,171.0,0.0313742373745357,2.0,,,,,,,32.0,81.0,70.0,83.0,35.0,9.0,11.0,76.0,,77.0,67.0,49.0,1000,,,,,,,,low
G21011100104082,1500000US211110104082,G2101110010408,,,,,,,,2016,1537,339,0,109,0,31,1868,1515,92,0,115,74,72,,-148,,-22,,-247,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1000,,,,,,,,low
G21011100106011,1500000US211110106011,G2101110010601,,,,,,,,1578,1474,9,0,22,38,35,1504,1441,10,0,7,19,27,,-74,,-33,,1,,-8,,,,199329.35714285713,344259.20408163266,51159.71428571428,87433.55497382199,1371.0,2344.0,657.0,1656.0,135.0,1521.0,528.0,591.0,1733.0,2509.0,731.0,1705.0,57.0,1648.0,363.0,599.0,211110000000.0,1094.0,1393.0,1085.0,1499.0,86.0,,-0.04809065408644651,127.0,49.0,-0.04574780058651026,0.08349769888231427,0.029589371980676328,0.4319526627218935,0.44356796116504854,0.011615298443155064,0.10581582072457241,-0.1268730491564696,-165.0,-0.025089284004519263,8.0,0.70903133832076,2.0,,,,,,,45.0,71.0,56.0,73.0,76.0,74.0,18.0,44.0,,31.0,81.0,79.0,1000,,,,,,,,low
G21011100106012,1500000US211110106012,G2101110010601,,,,,,,,1600,1531,40,0,3,7,19,1491,1328,10,2,29,19,103,,-109,,-203,,-30,,84,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1139.0,1500.0,1085.0,1499.0,153.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,93.0,1000,,,,,,,,low
G21011100107071,1500000US211110107071,G2101110010707,,,,,,,,1783,1450,5,0,280,0,48,1794,1616,67,0,42,69,0,,11,,166,,62,,-48,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,980.0,1575.0,994.0,1419.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,12.0,1000,,,,,,,,low
G21011100107072,1500000US211110107072,G2101110010707,,,,,,,,1242,1186,38,0,18,0,0,1844,1451,117,0,200,23,53,,602,,265,,79,,53,,,,227172.91304347827,314965.7405764967,76480.9587628866,93812.99317406144,1199.0,2112.0,397.0,1509.0,226.0,1283.0,653.0,425.0,1267.0,2737.0,682.0,1838.0,161.0,1677.0,683.0,499.0,211110000000.0,1150.0,1555.0,994.0,1419.0,8.0,150.0,-0.06217284612960611,394.0,329.0,-0.03536452665941241,0.30709275136399067,0.21802518223989398,0.3094310210444271,0.40667859272510437,0.09724757168067727,-0.1047927323103155,-0.10168847146135113,30.0,-0.03369971337489325,74.0,0.2266189479254468,2.0,,,,,,,18.0,63.0,90.0,81.0,2.0,25.0,24.0,41.0,,44.0,43.0,7.0,1000,,,,,,,,low
G21011100107081,1500000US211110107081,G2101110010708,,,,,,,,872,794,44,0,19,7,8,930,826,7,0,21,52,24,,58,,32,,-37,,16,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1114.0,1540.0,994.0,1419.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,24.0,1000,,,,,,,,low
G21011100107082,1500000US211110107082,G2101110010708,,,,,,,,1993,1094,620,0,212,0,67,1700,872,193,0,259,156,220,,-293,,-222,,-427,,153,,,,191665.66666666666,303593.7712418301,56209.19108280255,85991.46231155779,1235.0,2162.0,591.0,1456.0,155.0,1301.0,497.0,362.0,1047.0,1713.0,596.0,1147.0,32.0,1115.0,306.0,399.0,211110000000.0,1150.0,1555.0,994.0,1419.0,6.0,,-0.07855717734749992,-186.0,-309.0,-0.10723626852659111,-0.14296694850115296,-0.21222527472527472,0.45426594926979247,0.5345291479820627,0.08026319871227028,0.03997806402905779,-0.1075743736277372,-191.0,0.07960003171068825,37.0,0.5298469993080411,2.0,,,,,,,24.0,96.0,12.0,89.0,43.0,65.0,21.0,85.0,,44.0,71.0,5.0,1000,,,,,,,,low
G21011100110061,1500000US211110110061,G2101110011006,,,,,,,,1289,573,436,0,49,97,135,1624,505,530,0,249,124,216,,335,,-68,,94,,81,,,,124390.04984934964,197499.0,30507.448866042672,47606.52688172043,343.9437919448,1555.4614093904001,877.7926829244,1297.3894165504998,204.53595658,1092.8534599705,137.94572591530002,560.0325644492,544.0,1909.0,1047.0,1370.0,65.0,1305.0,206.0,436.0,211110000000.0,677.0,1150.0,767.0,1369.0,25.0,,-0.11020668308060394,212.1465400295001,72.61058344950015,-0.10185106319708025,0.1941216712030419,0.055966683960284834,0.803211697703821,0.8022988505747126,-0.0009128471291083295,0.06384584461716794,0.03162913351318403,68.05427408469998,-0.17835020826682302,-124.03256444919998,0.5604886233116152,2.0,,,,,,,48.0,95.0,73.0,95.0,58.0,66.0,75.0,9.0,,94.0,72.0,30.0,1000,1.0,1.0,1.0,0.0,1.0,1.0,0.0,medium
G21011100110062,1500000US211110110062,G2101110011006,,,,,,,,1154,906,165,0,0,5,78,999,424,478,0,83,0,14,,-155,,-482,,313,,-64,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,655.0,1050.0,767.0,1369.0,15.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,16.0,1000,,,,,,,,low
G21011100110071,1500000US211110110071,G2101110011007,,,,,,,,1504,495,624,0,0,71,314,1444,557,801,0,0,29,57,,-60,,62,,177,,-257,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,752.0,1100.0,767.0,1369.0,19.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,21.0,1000,,,,,,,,low
G21011100110072,1500000US211110110072,G2101110011007,,,,,,,,1049,243,496,0,0,59,251,1800,613,968,0,36,32,151,,751,,370,,472,,-100,,2000.0,,115164.63146947618,148622.85321100918,18097.606934511212,38339.70796460177,212.0562080552,1459.5385906095999,1018.2073170756,1386.6105834495,194.46404342,1192.1465400294999,37.0542740847,856.9674355507999,661.0,2011.0,927.0,1312.0,85.0,1227.0,88.0,561.0,211110000000.0,710.0,1100.0,767.0,1369.0,18.0,167.0,-0.07545757960815638,34.853459970500126,-74.61058344949993,-0.08343295992378053,0.02923588569039312,-0.053807885458287526,0.8540957700136464,0.7555012224938875,-0.09859454751975893,0.18340229829711177,0.04063766209765217,50.9457259153,-0.261631326435984,-295.9674355507999,1.1184960035511602,2.0,,,,,,,88.0,91.0,41.0,88.0,94.0,94.0,78.0,4.0,,76.0,26.0,19.0,1000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,high
G21011100111091,1500000US211110111091,G2101110011109,,,,,,,,1242,1072,127,0,0,0,43,1239,948,214,0,32,35,10,,-3,,-124,,87,,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1000,,,,,,,,low
G21011100111092,1500000US211110111092,G2101110011109,,,,,,,,843,611,185,0,0,47,0,1464,767,519,0,21,83,74,,621,,156,,334,,74,,,,161777.84615384616,243317.9655172414,62324.58139534884,64677.21782178218,454.0,1464.0,222.0,894.0,60.0,834.0,308.0,279.0,540.0,1777.0,479.0,1097.0,26.0,1071.0,282.0,273.0,211110000000.0,755.5,1800.0,767.0,1369.0,12.0,11.0,-0.043413091225000464,237.0,203.0,-0.03099361896080219,0.2841726618705036,0.22706935123042504,0.26618705035971224,0.44724556489262374,0.1810585145329115,-0.006226340827390708,-0.1059992342260645,-26.0,-0.07963041331640569,-6.0,0.03774813041277661,2.0,,,,,,,8.0,61.0,87.0,72.0,22.0,10.0,23.0,29.0,,100.0,63.0,12.0,1000,,,,,,,,low
G21011100111121,1500000US211110111121,G2101110011112,,,,,,,,1428,1335,36,0,32,0,25,1752,1218,365,0,68,45,56,,324,,-117,,329,,31,,,,,,,,,,,,,,,,,,,,,,,,211110000000.0,1049.0,1475.0,1075.0,1360.5,13.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,13.0,1000,,,,,,,,low
G21011100111122,1500000US211110111122,G2101110011112,,,,,,,,1827,1132,546,0,104,0,45,1793,1407,255,0,0,47,84,,-34,,275,,-291,,39,,,,167237.56209150326,257264.625,63514.625,104845.9387755102,986.0,2100.0,380.0,1387.0,97.0,1290.0,547.0,485.0,934.0,2808.0,630.0,1657.0,0.0,1657.0,746.0,781.0,211110000000.0,1099.0,1412.0,1075.0,1360.5,,56.0,-0.06993511175198269,367.0,270.0,-0.058539529269764634,0.28449612403100777,0.1946647440519106,0.29457364341085274,0.38020519010259507,0.08563154669174233,-0.13690272690272687,0.026180217353674595,199.0,0.0953647434188058,296.0,0.6507369566538448,2.0,,,,,,,20.0,80.0,88.0,86.0,1.0,71.0,70.0,90.0,,34.0,66.0,,1000,,,,,,,,low
